ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
0.000000000000000000e+00,-2.632014000707261214e-01,-9.790063430454230442e+00
0.000000000000000000e+00,-2.649100844081601069e-01,-9.790017344034449565e+00
0.000000000000000000e+00,-2.666187606813229527e-01,-9.789970959393556882e+00
0.000000000000000000e+00,-2.683274288376301664e-01,-9.789924276532982361e+00
0.000000000000000000e+00,-2.700360888245511570e-01,-9.789877295454155970e+00
0.000000000000000000e+00,-2.717447405896036283e-01,-9.789830016158520110e+00
0.000000000000000000e+00,-2.734533840803490268e-01,-9.789782438647524287e+00
0.000000000000000000e+00,-2.751620192443878787e-01,-9.789734562922623340e+00
0.000000000000000000e+00,-2.768706460293562932e-01,-9.789686388985284538e+00
0.000000000000000000e+00,-2.785792643829219650e-01,-9.789637916836982257e+00
0.000000000000000000e+00,-2.802878742527816214e-01,-9.789589146479197979e+00
0.000000000000000000e+00,-2.819964755866575246e-01,-9.789540077913423843e+00
0.000000000000000000e+00,-2.837050683322954181e-01,-9.789490711141159096e+00
0.000000000000000000e+00,-2.854136524374620287e-01,-9.789441046163911864e+00
0.000000000000000000e+00,-2.871222278499429570e-01,-9.789391082983197379e+00
0.000000000000000000e+00,-2.888307945175409008e-01,-9.789340821600545084e+00
0.000000000000000000e+00,-2.905393523880738238e-01,-9.789290262017486199e+00
0.000000000000000000e+00,-2.922479014093737337e-01,-9.789239404235566155e+00
0.000000000000000000e+00,-2.939564415292851285e-01,-9.789188248256333935e+00
0.000000000000000000e+00,-2.956649726956636637e-01,-9.789136794081352733e+00
0.000000000000000000e+00,-2.973734948563752090e-01,-9.789085041712191071e+00
0.000000000000000000e+00,-2.990820079592949599e-01,-9.789032991150428131e+00
0.000000000000000000e+00,-3.007905119523063275e-01,-9.788980642397650200e+00
0.000000000000000000e+00,-3.024990067833003282e-01,-9.788927995455455999e+00
0.000000000000000000e+00,-3.042074924001745284e-01,-9.788875050325449578e+00
0.000000000000000000e+00,-3.059159687508328229e-01,-9.788821807009242093e+00
0.000000000000000000e+00,-3.076244357831847132e-01,-9.788768265508460686e+00
0.000000000000000000e+00,-3.093328934451446410e-01,-9.788714425824736054e+00
0.000000000000000000e+00,-3.110413416846314338e-01,-9.788660287959711326e+00
0.000000000000000000e+00,-3.127497804495683598e-01,-9.788605851915031408e+00
0.000000000000000000e+00,-3.144582096878821287e-01,-9.788551117692360748e+00
0.000000000000000000e+00,-3.161666293475031142e-01,-9.788496085293363791e+00
0.000000000000000000e+00,-3.178750393763646875e-01,-9.788440754719719195e+00
0.000000000000000000e+00,-3.195834397224030510e-01,-9.788385125973110945e+00
0.000000000000000000e+00,-3.212918303335568493e-01,-9.788329199055239016e+00
0.000000000000000000e+00,-3.230002111577671697e-01,-9.788272973967803381e+00
0.000000000000000000e+00,-3.247085821429772645e-01,-9.788216450712518224e+00
0.000000000000000000e+00,-3.264169432371322177e-01,-9.788159629291104835e+00
0.000000000000000000e+00,-3.281252943881791118e-01,-9.788102509705296939e+00
0.000000000000000000e+00,-3.298336355440664169e-01,-9.788045091956831811e+00
0.000000000000000000e+00,-3.315419666527443243e-01,-9.787987376047462718e+00
0.000000000000000000e+00,-3.332502876621642462e-01,-9.787929361978944698e+00
0.000000000000000000e+00,-3.349585985202790384e-01,-9.787871049753045227e+00
0.000000000000000000e+00,-3.366668991750426110e-01,-9.787812439371542439e+00
0.000000000000000000e+00,-3.383751895744100402e-01,-9.787753530836223348e+00
0.000000000000000000e+00,-3.400834696663374568e-01,-9.787694324148878522e+00
0.000000000000000000e+00,-3.417917393987818797e-01,-9.787634819311314516e+00
0.000000000000000000e+00,-3.434999987197011606e-01,-9.787575016325343213e+00
0.000000000000000000e+00,-3.452082475770542613e-01,-9.787514915192785381e+00
0.000000000000000000e+00,-3.469164859188006433e-01,-9.787454515915474218e+00
0.000000000000000000e+00,-3.486247136929006007e-01,-9.787393818495248254e+00
0.000000000000000000e+00,-3.503329308473151493e-01,-9.787332822933956678e+00
0.000000000000000000e+00,-3.520411373300059155e-01,-9.787271529233459333e+00
0.000000000000000000e+00,-3.537493330889351917e-01,-9.787209937395621395e+00
0.000000000000000000e+00,-3.554575180720659922e-01,-9.787148047422318697e+00
0.000000000000000000e+00,-3.571656922273616641e-01,-9.787085859315437730e+00
0.000000000000000000e+00,-3.588738555027863875e-01,-9.787023373076873867e+00
0.000000000000000000e+00,-3.605820078463045086e-01,-9.786960588708527808e+00
0.000000000000000000e+00,-3.622901492058813178e-01,-9.786897506212316245e+00
0.000000000000000000e+00,-3.639982795294823270e-01,-9.786834125590155864e+00
0.000000000000000000e+00,-3.657063987650734371e-01,-9.786770446843981119e+00
0.000000000000000000e+00,-3.674145068606214370e-01,-9.786706469975730016e+00
0.000000000000000000e+00,-3.691226037640930602e-01,-9.786642194987352994e+00
0.000000000000000000e+00,-3.708306894234559281e-01,-9.786577621880807598e+00
0.000000000000000000e+00,-3.725387637866777735e-01,-9.786512750658058479e+00
0.000000000000000000e+00,-3.742468268017270505e-01,-9.786447581321084499e+00
0.000000000000000000e+00,-3.759548784165723245e-01,-9.786382113871869848e+00
0.000000000000000000e+00,-3.776629185791827714e-01,-9.786316348312409374e+00
0.000000000000000000e+00,-3.793709472375280112e-01,-9.786250284644705033e+00
0.000000000000000000e+00,-3.810789643395779414e-01,-9.786183922870771212e+00
0.000000000000000000e+00,-3.827869698333030146e-01,-9.786117262992627630e+00
0.000000000000000000e+00,-3.844949636666738502e-01,-9.786050305012304662e+00
0.000000000000000000e+00,-3.862029457876617333e-01,-9.785983048931843342e+00
0.000000000000000000e+00,-3.879109161442381715e-01,-9.785915494753293586e+00
0.000000000000000000e+00,-3.896188746843751716e-01,-9.785847642478710640e+00
0.000000000000000000e+00,-3.913268213560449627e-01,-9.785779492110163957e+00
0.000000000000000000e+00,-3.930347561072203288e-01,-9.785711043649726548e+00
0.000000000000000000e+00,-3.947426788858743318e-01,-9.785642297099483855e+00
0.000000000000000000e+00,-3.964505896399804774e-01,-9.785573252461531979e+00
0.000000000000000000e+00,-3.981584883175128264e-01,-9.785503909737974126e+00
0.000000000000000000e+00,-3.998663748664454398e-01,-9.785434268930920609e+00
0.000000000000000000e+00,-4.015742492347529891e-01,-9.785364330042494174e+00
0.000000000000000000e+00,-4.032821113704106453e-01,-9.785294093074826449e+00
0.000000000000000000e+00,-4.049899612213938016e-01,-9.785223558030054392e+00
0.000000000000000000e+00,-4.066977987356781288e-01,-9.785152724910327393e+00
0.000000000000000000e+00,-4.084056238612400191e-01,-9.785081593717805504e+00
0.000000000000000000e+00,-4.101134365460559206e-01,-9.785010164454650550e+00
0.000000000000000000e+00,-4.118212367381028916e-01,-9.784938437123043897e+00
0.000000000000000000e+00,-4.135290243853582126e-01,-9.784866411725168689e+00
0.000000000000000000e+00,-4.152367994357997194e-01,-9.784794088263215173e+00
0.000000000000000000e+00,-4.169445618374055251e-01,-9.784721466739391360e+00
0.000000000000000000e+00,-4.186523115381541871e-01,-9.784648547155907039e+00
0.000000000000000000e+00,-4.203600484860245401e-01,-9.784575329514984432e+00
0.000000000000000000e+00,-4.220677726289959741e-01,-9.784501813818854643e+00
0.000000000000000000e+00,-4.237754839150481567e-01,-9.784428000069754106e+00
0.000000000000000000e+00,-4.254831822921613105e-01,-9.784353888269935240e+00
0.000000000000000000e+00,-4.271908677083157135e-01,-9.784279478421652243e+00
0.000000000000000000e+00,-4.288985401114925322e-01,-9.784204770527173523e+00
0.000000000000000000e+00,-4.306061994496728773e-01,-9.784129764588772815e+00
0.000000000000000000e+00,-4.323138456708385258e-01,-9.784054460608738069e+00
0.000000000000000000e+00,-4.340214787229714766e-01,-9.783978858589362559e+00
0.000000000000000000e+00,-4.357290985540544503e-01,-9.783902958532944893e+00
0.000000000000000000e+00,-4.374367051120702232e-01,-9.783826760441803216e+00
0.000000000000000000e+00,-4.391442983450020709e-01,-9.783750264318255674e+00
0.000000000000000000e+00,-4.408518782008336578e-01,-9.783673470164632846e+00
0.000000000000000000e+00,-4.425594446275493699e-01,-9.783596377983272419e+00
0.000000000000000000e+00,-4.442669975731335374e-01,-9.783518987776526288e+00
0.000000000000000000e+00,-4.459745369855711017e-01,-9.783441299546748127e+00
0.000000000000000000e+00,-4.476820628128476143e-01,-9.783363313296307595e+00
0.000000000000000000e+00,-4.493895750029487379e-01,-9.783285029027577906e+00
0.000000000000000000e+00,-4.510970735038605794e-01,-9.783206446742944706e+00
0.000000000000000000e+00,-4.528045582635698563e-01,-9.783127566444802525e+00
0.000000000000000000e+00,-4.545120292300636744e-01,-9.783048388135552997e+00
0.000000000000000000e+00,-4.562194863513294174e-01,-9.782968911817606639e+00
0.000000000000000000e+00,-4.579269295753549129e-01,-9.782889137493388176e+00
0.000000000000000000e+00,-4.596343588501285438e-01,-9.782809065165325890e+00
0.000000000000000000e+00,-4.613417741236389702e-01,-9.782728694835860495e+00
0.000000000000000000e+00,-4.630491753438753522e-01,-9.782648026507436256e+00
0.000000000000000000e+00,-4.647565624588273492e-01,-9.782567060182511653e+00
0.000000000000000000e+00,-4.664639354164847873e-01,-9.782485795863555822e+00
0.000000000000000000e+00,-4.681712941648383808e-01,-9.782404233553041450e+00
0.000000000000000000e+00,-4.698786386518788438e-01,-9.782322373253455439e+00
0.000000000000000000e+00,-4.715859688255974458e-01,-9.782240214967290015e+00
0.000000000000000000e+00,-4.732932846339860111e-01,-9.782157758697046290e+00
0.000000000000000000e+00,-4.750005860250367529e-01,-9.782075004445239585e+00
0.000000000000000000e+00,-4.767078729467422726e-01,-9.781991952214386998e+00
0.000000000000000000e+00,-4.784151453470955051e-01,-9.781908602007023390e+00
0.000000000000000000e+00,-4.801224031740902176e-01,-9.781824953825681845e+00
0.000000000000000000e+00,-4.818296463757201220e-01,-9.781741007672913213e+00
0.000000000000000000e+00,-4.835368748999796518e-01,-9.781656763551275446e+00
0.000000000000000000e+00,-4.852440886948637955e-01,-9.781572221463335381e+00
0.000000000000000000e+00,-4.869512877083677638e-01,-9.781487381411665183e+00
0.000000000000000000e+00,-4.886584718884872669e-01,-9.781402243398851226e+00
0.000000000000000000e+00,-4.903656411832185702e-01,-9.781316807427486992e+00
0.000000000000000000e+00,-4.920727955405582166e-01,-9.781231073500173068e+00
0.000000000000000000e+00,-4.937799349085033596e-01,-9.781145041619524250e+00
0.000000000000000000e+00,-4.954870592350516523e-01,-9.781058711788160664e+00
0.000000000000000000e+00,-4.971941684682009699e-01,-9.780972084008709544e+00
0.000000000000000000e+00,-4.989012625559499092e-01,-9.780885158283812331e+00
0.000000000000000000e+00,-5.006083414462972891e-01,-9.780797934616114020e+00
0.000000000000000000e+00,-5.023154050872425946e-01,-9.780710413008275594e+00
0.000000000000000000e+00,-5.040224534267856438e-01,-9.780622593462959813e+00
0.000000000000000000e+00,-5.057294864129269207e-01,-9.780534475982841869e+00
0.000000000000000000e+00,-5.074365039936670208e-01,-9.780446060570609390e+00
0.000000000000000000e+00,-5.091435061170073162e-01,-9.780357347228951781e+00
0.000000000000000000e+00,-5.108504927309495125e-01,-9.780268335960572657e+00
0.000000000000000000e+00,-5.125574637834958702e-01,-9.780179026768184514e+00
0.000000000000000000e+00,-5.142644192226490940e-01,-9.780089419654508731e+00
0.000000000000000000e+00,-5.159713589964122216e-01,-9.779999514622270240e+00
0.000000000000000000e+00,-5.176782830527890678e-01,-9.779909311674213512e+00
0.000000000000000000e+00,-5.193851913397836695e-01,-9.779818810813081242e+00
0.000000000000000000e+00,-5.210920838054006188e-01,-9.779728012041633889e+00
0.000000000000000000e+00,-5.227989603976449517e-01,-9.779636915362635463e+00
0.000000000000000000e+00,-5.245058210645222596e-01,-9.779545520778860634e+00
0.000000000000000000e+00,-5.262126657540386887e-01,-9.779453828293094730e+00
0.000000000000000000e+00,-5.279194944142007184e-01,-9.779361837908131960e+00
0.000000000000000000e+00,-5.296263069930153833e-01,-9.779269549626771862e+00
0.000000000000000000e+00,-5.313331034384900509e-01,-9.779176963451826410e+00
0.000000000000000000e+00,-5.330398836986330879e-01,-9.779084079386116457e+00
0.000000000000000000e+00,-5.347466477214526392e-01,-9.778990897432471741e+00
0.000000000000000000e+00,-5.364533954549579597e-01,-9.778897417593729102e+00
0.000000000000000000e+00,-5.381601268471583044e-01,-9.778803639872737818e+00
0.000000000000000000e+00,-5.398668418460637053e-01,-9.778709564272354271e+00
0.000000000000000000e+00,-5.415735403996848607e-01,-9.778615190795443723e+00
0.000000000000000000e+00,-5.432802224560324689e-01,-9.778520519444882098e+00
0.000000000000000000e+00,-5.449868879631182272e-01,-9.778425550223550644e+00
0.000000000000000000e+00,-5.466935368689540553e-01,-9.778330283134343048e+00
0.000000000000000000e+00,-5.484001691215525387e-01,-9.778234718180163654e+00
0.000000000000000000e+00,-5.501067846689264851e-01,-9.778138855363922133e+00
0.000000000000000000e+00,-5.518133834590895903e-01,-9.778042694688538816e+00
0.000000000000000000e+00,-5.535199654400558833e-01,-9.777946236156941140e+00
0.000000000000000000e+00,-5.552265305598398371e-01,-9.777849479772068975e+00
0.000000000000000000e+00,-5.569330787664564797e-01,-9.777752425536871073e+00
0.000000000000000000e+00,-5.586396100079213944e-01,-9.777655073454301515e+00
0.000000000000000000e+00,-5.603461242322507196e-01,-9.777557423527328595e+00
0.000000000000000000e+00,-5.620526213874610377e-01,-9.777459475758922380e+00
0.000000000000000000e+00,-5.637591014215694862e-01,-9.777361230152070704e+00
0.000000000000000000e+00,-5.654655642825936468e-01,-9.777262686709763173e+00
0.000000000000000000e+00,-5.671720099185518782e-01,-9.777163845435003608e+00
0.000000000000000000e+00,-5.688784382774625392e-01,-9.777064706330804711e+00
0.000000000000000000e+00,-5.705848493073450989e-01,-9.776965269400182734e+00
0.000000000000000000e+00,-5.722912429562193593e-01,-9.776865534646166367e+00
0.000000000000000000e+00,-5.739976191721053445e-01,-9.776765502071796732e+00
0.000000000000000000e+00,-5.757039779030240778e-01,-9.776665171680120281e+00
0.000000000000000000e+00,-5.774103190969968047e-01,-9.776564543474194124e+00
0.000000000000000000e+00,-5.791166427020453256e-01,-9.776463617457080701e+00
0.000000000000000000e+00,-5.808229486661922181e-01,-9.776362393631854886e+00
0.000000000000000000e+00,-5.825292369374603929e-01,-9.776260872001602209e+00
0.000000000000000000e+00,-5.842355074638733159e-01,-9.776159052569413532e+00
0.000000000000000000e+00,-5.859417601934550079e-01,-9.776056935338390375e+00
0.000000000000000000e+00,-5.876479950742299341e-01,-9.775954520311644913e+00
0.000000000000000000e+00,-5.893542120542233365e-01,-9.775851807492296430e+00
0.000000000000000000e+00,-5.910604110814609014e-01,-9.775748796883473091e+00
0.000000000000000000e+00,-5.927665921039687591e-01,-9.775645488488313717e+00
0.000000000000000000e+00,-5.944727550697735952e-01,-9.775541882309962460e+00
0.000000000000000000e+00,-5.961788999269028722e-01,-9.775437978351579460e+00
0.000000000000000000e+00,-5.978850266233843858e-01,-9.775333776616326631e+00
0.000000000000000000e+00,-5.995911351072464868e-01,-9.775229277107378323e+00
0.000000000000000000e+00,-6.012972253265183031e-01,-9.775124479827921320e+00
